venta_id,fecha_id,cliente_id,producto_id,cantidad,precio_unitario_clp,descuento_pct,monto_total_clp,canal_venta,metodo_pago
9893,356,916,127,1,770000,0.2,616000,Web,Débito
9894,356,256,62,1,627000,0.09,570570,App Móvil,Débito
9895,356,1288,98,1,43000,0.15,36550,Web,Transferencia
9896,356,1943,124,1,400000,0.18,328000,App Móvil,WebPay
9897,356,1283,47,1,1389000,0.18,1138980,Marketplace,WebPay
9898,356,2219,68,2,113000,0.16,189840,Marketplace,Tarjeta Crédito
9899,356,1679,147,1,578000,0.15,491300,Web,Cuotas sin interés
9900,356,2489,148,1,102000,0.08,93840,Web,Cuotas sin interés
9901,356,505,50,1,124000,0.08,114080,Web,Débito
9902,356,471,24,1,1401000,0.11,1246890,App Móvil,Transferencia
9903,356,1227,57,1,1679000,0.09,1527890,App Móvil,Cuotas sin interés
9904,356,1059,71,1,116000,0.16,97440,Marketplace,Cuotas sin interés
9905,356,1932,75,1,9000,0.18,7380,Marketplace,Transferencia
9906,356,146,91,1,43000,0.09,39130,Web,Débito
9907,356,201,133,1,616000,0.07,572880,App Móvil,Transferencia
9908,356,9,65,1,92000,0.07,85560,Web,Cuotas sin interés
9909,356,420,122,1,826000,0.12,726880,Web,Débito
9910,356,1569,32,1,1505000,0.05,1429750,Web,Débito
9911,356,614,15,1,2257000,0.1,2031300,Web,Transferencia
9912,356,1611,81,2,46000,0.08,84640,App Móvil,Cuotas sin interés
9913,356,2332,22,1,555000,0.14,477300,App Móvil,WebPay
9914,356,2415,71,3,116000,0.14,299280,Web,Transferencia
9915,356,1233,132,1,111000,0.15,94350,Redes Sociales,WebPay
9916,356,1966,53,1,1641000,0.14,1411260,App Móvil,WebPay
9917,356,1603,99,2,88000,0.08,161920,Web,Cuotas sin interés
9918,356,1701,61,1,1469000,0.2,1175200,Web,Tarjeta Crédito
9919,356,655,16,1,2303000,0.14,1980580,App Móvil,Transferencia
9920,356,185,86,2,82000,0.15,139400,Redes Sociales,Transferencia
9921,356,719,118,1,196000,0.08,180320,App Móvil,Tarjeta Crédito
9922,356,1279,72,2,61000,0.06,114680,Redes Sociales,Transferencia
9923,356,2062,91,1,43000,0.12,37840,App Móvil,Transferencia
9924,356,840,133,1,616000,0.11,548240,App Móvil,Débito
9925,356,1690,107,1,595000,0.19,481950,App Móvil,Débito
9926,356,1895,46,1,286000,0.08,263120,Marketplace,WebPay
9927,356,1887,101,1,78000,0.17,64740,App Móvil,Cuotas sin interés
9928,356,1136,81,3,46000,0.13,120060,Marketplace,Cuotas sin interés
9929,356,1410,102,1,22000,0.16,18480,Web,Débito
9930,356,1316,80,1,31000,0.19,25110,App Móvil,Tarjeta Crédito
9931,356,1572,37,1,89000,0.15,75650,App Móvil,Transferencia
9932,356,1547,87,2,63000,0.1,113400,App Móvil,Cuotas sin interés
9933,356,2214,80,1,31000,0.17,25730,Web,WebPay
9934,356,2427,82,2,77000,0.09,140140,App Móvil,Débito
9935,356,1405,129,1,844000,0.1,759600,App Móvil,WebPay
9936,356,318,132,1,111000,0.15,94350,Marketplace,Débito
9937,356,377,76,3,109000,0.17,271410,Marketplace,WebPay
9938,356,2169,77,1,20000,0.13,17400,Marketplace,Cuotas sin interés
9939,356,1559,82,1,77000,0.14,66220,Web,Cuotas sin interés
9940,356,481,142,1,272000,0.1,244800,Redes Sociales,Cuotas sin interés
9941,356,854,94,1,99000,0.07,92070,Marketplace,Tarjeta Crédito
9942,356,623,58,1,1169000,0.09,1063790,Web,Transferencia
9943,356,1889,83,1,14000,0.1,12600,Web,Cuotas sin interés
9944,356,433,92,1,111000,0.15,94350,Web,Tarjeta Crédito
9945,356,161,93,2,33000,0.07,61380,App Móvil,Tarjeta Crédito
9946,356,158,88,1,78000,0.14,67080,Marketplace,Cuotas sin interés
9947,356,490,44,1,1335000,0.1,1201500,Marketplace,Transferencia
9948,356,2463,12,1,1341000,0.09,1220310,Marketplace,Transferencia
9949,356,1975,66,1,52000,0.05,49400,Web,Tarjeta Crédito
9950,356,1050,74,2,74000,0.12,130240,App Móvil,Transferencia
9951,356,2125,22,1,555000,0.2,444000,Web,WebPay
9952,356,2351,113,1,257000,0.17,213310,Web,Transferencia
9953,357,181,95,1,65000,0.05,61750,Marketplace,Débito
9954,357,457,94,1,99000,0.19,80190,App Móvil,Cuotas sin interés
9955,357,2010,112,1,107000,0.11,95230,App Móvil,WebPay
9956,357,759,38,1,1296000,0.19,1049760,App Móvil,Tarjeta Crédito
9957,357,340,106,1,505000,0.19,409050,Marketplace,Tarjeta Crédito
9958,357,1731,150,1,442000,0.1,397800,Web,Cuotas sin interés
9959,357,1724,122,1,826000,0.08,759920,Web,Transferencia
9960,357,1850,95,2,65000,0.07,120900,App Móvil,WebPay
9961,357,446,74,1,74000,0.11,65860,App Móvil,Débito
9962,357,852,101,2,78000,0.14,134160,Marketplace,Débito
9963,357,1500,100,2,107000,0.1,192600,App Móvil,Cuotas sin interés
9964,357,1810,92,1,111000,0.17,92130,Web,Transferencia
9965,357,33,109,1,310000,0.17,257300,Web,WebPay
9966,357,724,76,1,109000,0.11,97010,Web,WebPay
9967,357,634,36,1,1408000,0.16,1182720,Marketplace,Transferencia
9968,357,1343,86,3,82000,0.1,221400,App Móvil,Débito
9969,357,210,56,1,578000,0.15,491300,Marketplace,Débito
9970,357,708,70,1,46000,0.08,42320,App Móvil,Transferencia
9971,357,1573,7,1,2989000,0.1,2690100,Marketplace,Débito
9972,357,346,70,1,46000,0.16,38640,Redes Sociales,Cuotas sin interés
9973,357,1682,112,1,107000,0.09,97370,Marketplace,WebPay
9974,357,2323,84,1,41000,0.1,36900,Marketplace,Débito
9975,357,2057,78,1,118000,0.15,100300,App Móvil,WebPay
9976,357,2013,60,1,1615000,0.15,1372750,Redes Sociales,Transferencia
9977,357,1001,79,1,82000,0.06,77080,Marketplace,Débito
9978,357,1629,72,3,61000,0.16,153720,Redes Sociales,Tarjeta Crédito
9979,357,1879,138,1,365000,0.06,343100,App Móvil,Transferencia
9980,357,465,15,1,2257000,0.12,1986160,Marketplace,Débito
9981,357,1984,97,3,108000,0.18,265680,App Móvil,Tarjeta Crédito
9982,357,2368,122,1,826000,0.08,759920,Web,WebPay
9983,357,1082,143,1,411000,0.19,332910,App Móvil,Transferencia
9984,357,2141,44,1,1335000,0.09,1214850,Marketplace,Tarjeta Crédito
9985,357,48,83,1,14000,0.19,11340,Web,WebPay
9986,357,245,16,1,2303000,0.19,1865430,App Móvil,Transferencia
9987,357,1619,80,3,31000,0.16,78120,App Móvil,Débito
9988,357,256,36,1,1408000,0.11,1253120,App Móvil,Transferencia
9989,357,382,119,1,271000,0.19,219510,Marketplace,Débito
9990,357,1959,35,1,208000,0.11,185120,Marketplace,WebPay
9991,357,1924,82,1,77000,0.15,65450,App Móvil,WebPay
9992,357,975,82,2,77000,0.08,141680,Web,Cuotas sin interés
9993,357,2340,145,1,211000,0.16,177240,App Móvil,Tarjeta Crédito
9994,357,2210,94,1,99000,0.08,91080,App Móvil,Débito
9995,357,1949,59,1,1462000,0.14,1257320,App Móvil,Cuotas sin interés
9996,357,1343,53,1,1641000,0.19,1329210,Web,Cuotas sin interés
9997,357,1221,103,2,74000,0.05,140600,App Móvil,WebPay
9998,357,404,97,1,108000,0.14,92880,Web,WebPay
9999,357,1520,90,2,113000,0.09,205660,Marketplace,Tarjeta Crédito
10000,357,2106,15,1,2257000,0.1,2031300,Web,Transferencia
10001,357,1468,104,1,15000,0.19,12150,App Móvil,WebPay
10002,357,39,93,2,33000,0.13,57420,Web,Cuotas sin interés
10003,357,1089,144,1,334000,0.2,267200,Redes Sociales,Débito
10004,357,618,88,2,78000,0.13,135720,App Móvil,Débito
10005,357,2167,62,1,627000,0.2,501600,Web,WebPay
10006,357,254,70,2,46000,0.06,86480,App Móvil,Tarjeta Crédito
10007,357,2077,43,1,615000,0.13,535050,Marketplace,WebPay
10008,357,796,100,2,107000,0.11,190460,Marketplace,Débito
10009,357,194,99,1,88000,0.16,73920,Marketplace,WebPay
10010,357,1173,47,1,1389000,0.06,1305660,Web,Cuotas sin interés
10011,357,1624,41,1,1565000,0.17,1298950,Marketplace,Tarjeta Crédito
10012,357,590,28,1,2274000,0.05,2160300,Marketplace,Tarjeta Crédito
10013,357,1100,135,1,261000,0.18,214020,App Móvil,Débito
10014,357,339,52,1,621000,0.16,521640,Marketplace,WebPay
10015,357,2114,67,2,17000,0.19,27540,Web,Tarjeta Crédito
10016,357,2239,58,1,1169000,0.06,1098860,Web,WebPay
10017,357,599,73,2,36000,0.15,61200,Marketplace,Débito
10018,357,1497,99,2,88000,0.19,142560,App Móvil,Cuotas sin interés
10019,357,5,127,1,770000,0.16,646800,Web,Tarjeta Crédito
10020,357,974,44,1,1335000,0.07,1241550,App Móvil,Débito
10021,357,1618,67,1,17000,0.08,15640,Marketplace,Débito
10022,357,1170,147,1,578000,0.16,485520,Web,Débito
10023,357,1197,61,1,1469000,0.14,1263340,Web,Cuotas sin interés
10024,357,864,3,1,926000,0.06,870440,Web,Tarjeta Crédito
10025,357,1922,40,1,697000,0.2,557600,Redes Sociales,Cuotas sin interés
10026,357,496,16,1,2303000,0.16,1934520,Redes Sociales,Débito
10027,357,217,98,2,43000,0.14,73960,App Móvil,WebPay
10028,357,346,101,1,78000,0.2,62400,App Móvil,Cuotas sin interés
10029,357,1712,77,1,20000,0.05,19000,Web,Cuotas sin interés
10030,358,1786,34,1,322000,0.19,260820,Redes Sociales,Cuotas sin interés
10031,358,1483,92,1,111000,0.09,101010,Web,Débito
10032,358,958,33,1,563000,0.17,467290,App Móvil,Cuotas sin interés
10033,358,2182,82,1,77000,0.15,65450,Web,Tarjeta Crédito
10034,358,2120,87,1,63000,0.2,50400,App Móvil,Transferencia
10035,358,1021,102,1,22000,0.17,18260,Web,Tarjeta Crédito
10036,358,261,52,1,621000,0.14,534060,Web,WebPay
10037,358,640,60,1,1615000,0.09,1469650,Web,Tarjeta Crédito
10038,358,651,87,1,63000,0.1,56700,Marketplace,Tarjeta Crédito
10039,358,1273,148,1,102000,0.15,86700,App Móvil,WebPay
10040,358,848,49,1,979000,0.09,890890,App Móvil,Tarjeta Crédito
10041,358,677,148,1,102000,0.05,96900,Marketplace,Transferencia
10042,358,60,100,2,107000,0.06,201160,Marketplace,Débito
10043,358,1008,116,1,720000,0.19,583200,App Móvil,Débito
10044,358,2051,31,1,749000,0.16,629160,Redes Sociales,Cuotas sin interés
10045,358,956,61,1,1469000,0.16,1233960,App Móvil,Débito
10046,358,162,21,1,822000,0.18,674040,Web,Cuotas sin interés
10047,358,1690,69,1,64000,0.17,53120,Redes Sociales,Débito
10048,358,2435,147,1,578000,0.13,502860,Web,Tarjeta Crédito
10049,358,1393,33,1,563000,0.17,467290,App Móvil,Transferencia
10050,358,747,86,1,82000,0.13,71340,Web,WebPay
10051,358,1416,3,1,926000,0.08,851920,App Móvil,Cuotas sin interés
10052,358,1566,99,3,88000,0.17,219120,App Móvil,Débito
10053,358,1470,47,1,1389000,0.15,1180650,Web,Transferencia
10054,358,1758,37,1,89000,0.18,72980,App Móvil,Transferencia
10055,358,354,66,2,52000,0.13,90480,Marketplace,Cuotas sin interés
10056,358,433,105,1,4000,0.19,3240,Web,Tarjeta Crédito
10057,358,1476,34,1,322000,0.06,302680,App Móvil,Débito
10058,358,198,51,1,134000,0.11,119260,Web,Transferencia
10059,358,522,4,1,627000,0.14,539220,Marketplace,WebPay
10060,358,1899,145,1,211000,0.13,183570,Marketplace,Tarjeta Crédito
10061,358,1295,89,1,84000,0.06,78960,Marketplace,Tarjeta Crédito
10062,358,595,100,2,107000,0.1,192600,Web,Débito
10063,358,1618,94,1,99000,0.17,82170,Web,WebPay
10064,358,1463,39,1,1407000,0.12,1238160,Web,WebPay
10065,358,2500,89,1,84000,0.13,73080,Web,Cuotas sin interés
10066,358,2247,37,1,89000,0.18,72980,App Móvil,Cuotas sin interés
10067,358,1449,72,2,61000,0.19,98820,Redes Sociales,Cuotas sin interés
10068,358,1375,87,2,63000,0.18,103320,App Móvil,Cuotas sin interés
10069,358,1887,86,1,82000,0.18,67240,Redes Sociales,Tarjeta Crédito
10070,358,189,35,1,208000,0.06,195520,Web,Transferencia
10071,358,2401,13,1,1841000,0.2,1472800,Redes Sociales,Cuotas sin interés
10072,358,1096,109,1,310000,0.2,248000,Web,Débito
10073,358,1026,101,1,78000,0.16,65520,Redes Sociales,Transferencia
10074,358,2233,30,1,588000,0.08,540960,Web,Tarjeta Crédito
10075,358,53,37,1,89000,0.1,80100,Redes Sociales,Débito
10076,358,845,131,1,436000,0.16,366240,Web,Transferencia
10077,358,4,104,1,15000,0.14,12900,Web,Transferencia
10078,359,367,95,1,65000,0.08,59800,App Móvil,Cuotas sin interés
10079,359,820,146,1,36000,0.08,33120,Marketplace,WebPay
10080,359,1032,90,2,113000,0.14,194360,Web,WebPay
10081,359,751,100,2,107000,0.09,194740,Web,Transferencia
10082,359,2331,31,1,749000,0.12,659120,App Móvil,Débito
10083,359,1877,92,1,111000,0.14,95460,Marketplace,Tarjeta Crédito
10084,359,1902,76,2,109000,0.11,194020,App Móvil,Cuotas sin interés
10085,359,2325,130,1,524000,0.09,476840,Marketplace,WebPay
10086,359,1477,71,2,116000,0.17,192560,Marketplace,Cuotas sin interés
10087,359,1050,96,2,14000,0.13,24360,Web,Transferencia
10088,359,1801,51,1,134000,0.19,108540,Web,Tarjeta Crédito
10089,359,1523,55,1,474000,0.1,426600,Marketplace,Tarjeta Crédito
10090,359,617,70,3,46000,0.15,117300,App Móvil,Tarjeta Crédito
10091,359,900,62,1,627000,0.17,520410,Web,WebPay
10092,359,153,55,1,474000,0.19,383940,App Móvil,WebPay
10093,359,260,18,1,3395000,0.15,2885750,App Móvil,Tarjeta Crédito
10094,359,911,119,1,271000,0.1,243900,Redes Sociales,WebPay
10095,359,1667,23,1,1239000,0.06,1164660,Web,WebPay
10096,359,496,131,1,436000,0.19,353160,Web,Tarjeta Crédito
10097,359,110,36,1,1408000,0.07,1309440,App Móvil,WebPay
10098,359,66,24,1,1401000,0.13,1218870,Marketplace,Tarjeta Crédito
10099,359,1941,86,2,82000,0.17,136120,App Móvil,Débito
10100,359,2148,81,1,46000,0.12,40480,Redes Sociales,Cuotas sin interés
10101,359,177,80,2,31000,0.18,50840,Marketplace,Débito
10102,359,11,87,2,63000,0.07,117180,App Móvil,WebPay
10103,359,1758,59,1,1462000,0.1,1315800,Web,Débito
10104,359,266,95,2,65000,0.14,111800,App Móvil,Cuotas sin interés
10105,359,1714,81,1,46000,0.18,37720,Marketplace,WebPay
10106,359,1005,66,1,52000,0.16,43680,Marketplace,Cuotas sin interés
10107,359,1835,116,1,720000,0.08,662400,Redes Sociales,Tarjeta Crédito
10108,359,2138,101,1,78000,0.19,63180,App Móvil,Débito
10109,359,778,71,2,116000,0.18,190240,App Móvil,Cuotas sin interés
10110,359,1726,121,1,848000,0.07,788640,Web,Tarjeta Crédito
10111,359,1687,136,1,569000,0.05,540550,Web,Débito
10112,359,339,84,1,41000,0.13,35670,Web,Débito
10113,359,1603,49,1,979000,0.05,930050,Web,Tarjeta Crédito
10114,359,78,136,1,569000,0.12,500720,App Móvil,WebPay
10115,359,1499,45,1,1606000,0.1,1445400,Web,Cuotas sin interés
10116,359,1222,18,1,3395000,0.05,3225250,App Móvil,Transferencia
10117,359,1328,65,1,92000,0.1,82800,App Móvil,Transferencia
10118,359,1921,101,1,78000,0.1,70200,App Móvil,Cuotas sin interés
10119,359,2297,137,1,609000,0.15,517650,App Móvil,Cuotas sin interés
10120,359,2214,93,1,33000,0.06,31020,Web,WebPay
10121,359,1280,142,1,272000,0.13,236640,Redes Sociales,Transferencia
10122,359,1337,32,1,1505000,0.11,1339450,Web,Tarjeta Crédito
10123,359,1436,22,1,555000,0.16,466200,Redes Sociales,Tarjeta Crédito
10124,359,1511,90,1,113000,0.13,98310,Web,Transferencia
10125,359,566,144,1,334000,0.13,290580,App Móvil,WebPay
10126,359,702,81,1,46000,0.19,37260,Web,Tarjeta Crédito
10127,359,2242,19,1,1379000,0.08,1268680,Web,WebPay
10128,359,140,50,1,124000,0.12,109120,App Móvil,Tarjeta Crédito
10129,359,925,53,1,1641000,0.16,1378440,Marketplace,Transferencia
10130,359,356,66,1,52000,0.19,42120,Web,Cuotas sin interés
10131,359,2310,16,1,2303000,0.19,1865430,App Móvil,Débito
10132,359,1247,134,1,492000,0.14,423120,Web,Transferencia
10133,360,2137,123,1,39000,0.18,31980,Web,Débito
10134,360,1769,82,2,77000,0.06,144760,Marketplace,Transferencia
10135,360,1582,52,1,621000,0.11,552690,Redes Sociales,Transferencia
10136,360,1156,46,1,286000,0.12,251680,Marketplace,Débito
10137,360,1350,142,1,272000,0.18,223040,App Móvil,Débito
10138,360,1823,47,1,1389000,0.15,1180650,Marketplace,WebPay
10139,360,1680,112,1,107000,0.08,98440,Redes Sociales,Cuotas sin interés
10140,360,662,69,1,64000,0.1,57600,App Móvil,Transferencia
10141,360,1726,148,1,102000,0.15,86700,Web,Transferencia
10142,360,645,69,1,64000,0.16,53760,Web,Tarjeta Crédito
10143,360,1988,93,1,33000,0.19,26730,App Móvil,Transferencia
10144,360,1881,144,1,334000,0.14,287240,Redes Sociales,Cuotas sin interés
10145,360,1181,146,1,36000,0.12,31680,App Móvil,Débito
10146,360,905,99,3,88000,0.13,229680,Marketplace,Tarjeta Crédito
10147,360,1982,103,1,74000,0.18,60680,Web,Cuotas sin interés
10148,360,2012,86,3,82000,0.14,211560,Web,Cuotas sin interés
10149,360,1182,103,2,74000,0.18,121360,App Móvil,WebPay
10150,360,2331,124,1,400000,0.06,376000,Redes Sociales,Tarjeta Crédito
10151,360,103,79,1,82000,0.06,77080,App Móvil,Tarjeta Crédito
10152,360,1075,91,2,43000,0.11,76540,Marketplace,Débito
10153,360,664,84,2,41000,0.07,76260,Web,Tarjeta Crédito
10154,360,1336,131,1,436000,0.14,374960,App Móvil,Débito
10155,360,1359,68,1,113000,0.16,94920,App Móvil,Cuotas sin interés
10156,360,2382,48,1,1406000,0.1,1265400,Marketplace,Tarjeta Crédito
10157,360,2173,77,1,20000,0.09,18200,Web,Transferencia
10158,360,2187,48,1,1406000,0.11,1251340,Web,WebPay
10159,360,2450,80,1,31000,0.19,25110,Web,WebPay
10160,360,1333,133,1,616000,0.12,542080,Redes Sociales,WebPay
10161,360,2053,91,2,43000,0.18,70520,Web,Tarjeta Crédito
10162,360,964,123,1,39000,0.12,34320,Web,Cuotas sin interés
10163,360,1292,42,1,649000,0.17,538670,App Móvil,Cuotas sin interés
10164,360,1480,133,1,616000,0.16,517440,App Móvil,Transferencia
10165,360,920,90,1,113000,0.16,94920,Marketplace,WebPay
10166,360,63,12,1,1341000,0.16,1126440,Redes Sociales,Tarjeta Crédito
10167,360,1435,142,1,272000,0.08,250240,App Móvil,Débito
10168,360,2301,29,1,720000,0.16,604800,Redes Sociales,Cuotas sin interés
10169,360,1154,135,1,261000,0.17,216630,Marketplace,Débito
10170,360,1096,4,1,627000,0.18,514140,Web,WebPay
10171,360,696,92,1,111000,0.12,97680,Redes Sociales,Transferencia
10172,360,1789,78,1,118000,0.13,102660,Marketplace,Débito
10173,360,748,67,1,17000,0.2,13600,App Móvil,Transferencia
10174,360,421,92,1,111000,0.15,94350,Marketplace,Cuotas sin interés
10175,360,254,19,1,1379000,0.2,1103200,App Móvil,Tarjeta Crédito
10176,360,692,103,1,74000,0.12,65120,Web,Transferencia
10177,360,1559,2,1,2683000,0.1,2414700,Marketplace,Transferencia
10178,360,1641,62,1,627000,0.12,551760,Marketplace,Transferencia
10179,360,1345,81,1,46000,0.06,43240,Marketplace,Cuotas sin interés
10180,360,775,70,1,46000,0.14,39560,Web,Transferencia
10181,361,965,66,2,52000,0.13,90480,App Móvil,WebPay
10182,361,1704,55,1,474000,0.11,421860,Web,Tarjeta Crédito
10183,361,2119,18,1,3395000,0.09,3089450,Web,WebPay
10184,361,1543,72,2,61000,0.07,113460,App Móvil,Tarjeta Crédito
10185,361,1399,91,2,43000,0.14,73960,App Móvil,Cuotas sin interés
10186,361,909,129,1,844000,0.06,793360,Web,Transferencia
10187,361,997,149,1,542000,0.18,444440,Web,Débito
10188,361,361,112,1,107000,0.06,100580,Marketplace,Débito
10189,361,1668,78,1,118000,0.19,95580,Redes Sociales,Transferencia
10190,361,1227,100,2,107000,0.16,179760,Web,Transferencia
10191,361,2213,120,1,590000,0.13,513300,Marketplace,Débito
10192,361,816,77,1,20000,0.13,17400,Web,Débito
10193,361,217,106,1,505000,0.17,419150,Redes Sociales,Débito
10194,361,1168,79,1,82000,0.07,76260,Marketplace,Débito
10195,361,1326,70,1,46000,0.06,43240,Marketplace,Tarjeta Crédito
10196,361,602,83,2,14000,0.06,26320,Web,Cuotas sin interés
10197,361,2485,96,3,14000,0.1,37800,App Móvil,Transferencia
10198,361,170,101,2,78000,0.09,141960,App Móvil,Débito
10199,361,712,68,1,113000,0.18,92660,Web,Tarjeta Crédito
10200,361,2256,87,3,63000,0.16,158760,Web,Tarjeta Crédito
10201,361,1663,135,1,261000,0.17,216630,App Móvil,Débito
10202,361,1104,146,1,36000,0.14,30960,Marketplace,Transferencia
10203,361,1113,51,1,134000,0.09,121940,Web,Cuotas sin interés
10204,361,1019,46,1,286000,0.05,271700,App Móvil,Transferencia
10205,361,493,96,1,14000,0.16,11760,Web,Débito
10206,361,1115,73,3,36000,0.12,95040,Web,Transferencia
10207,361,1803,9,1,1378000,0.16,1157520,App Móvil,WebPay
10208,361,2386,67,1,17000,0.15,14450,Web,WebPay
10209,361,2495,111,1,600000,0.07,558000,App Móvil,Transferencia
10210,361,484,109,1,310000,0.14,266600,App Móvil,Transferencia
10211,361,1310,80,1,31000,0.14,26660,App Móvil,Tarjeta Crédito
10212,361,1098,78,1,118000,0.19,95580,App Móvil,Tarjeta Crédito
10213,361,1941,88,1,78000,0.08,71760,Redes Sociales,Tarjeta Crédito
10214,361,2499,50,1,124000,0.07,115320,App Móvil,WebPay
10215,361,2052,83,2,14000,0.1,25200,Marketplace,Cuotas sin interés
10216,361,1244,4,1,627000,0.14,539220,Web,WebPay
10217,361,2185,78,1,118000,0.16,99120,App Móvil,WebPay
10218,361,2373,66,3,52000,0.06,146640,App Móvil,Cuotas sin interés
10219,361,2422,96,2,14000,0.15,23800,Web,Tarjeta Crédito
10220,361,2188,93,1,33000,0.1,29700,App Móvil,Débito
10221,361,1669,70,2,46000,0.14,79120,Web,Tarjeta Crédito
10222,361,1264,3,1,926000,0.07,861180,Web,Tarjeta Crédito
10223,361,1305,54,1,786000,0.16,660240,Web,Transferencia
10224,361,956,92,3,111000,0.15,283050,Marketplace,Cuotas sin interés
10225,361,1670,26,1,3407000,0.08,3134440,Marketplace,Cuotas sin interés
10226,361,1957,34,1,322000,0.1,289800,Web,Tarjeta Crédito
10227,361,1827,94,2,99000,0.07,184140,App Móvil,Débito
10228,361,437,103,1,74000,0.13,64380,Web,WebPay
10229,361,23,64,1,1487000,0.11,1323430,Web,Cuotas sin interés
10230,361,1716,80,1,31000,0.08,28520,Marketplace,WebPay
10231,361,77,141,1,625000,0.09,568750,App Móvil,WebPay
10232,361,2052,141,1,625000,0.09,568750,Web,Débito
10233,361,812,62,1,627000,0.19,507870,Web,Cuotas sin interés
10234,361,1338,112,1,107000,0.09,97370,Marketplace,Débito
10235,361,741,89,1,84000,0.17,69720,Web,Débito
10236,361,439,146,1,36000,0.2,28800,Web,Cuotas sin interés
10237,361,2058,79,2,82000,0.17,136120,Marketplace,Débito
10238,361,1014,105,1,4000,0.18,3280,App Móvil,Débito
10239,361,655,104,1,15000,0.1,13500,App Móvil,Débito
10240,361,1018,80,1,31000,0.16,26040,Marketplace,Transferencia
10241,361,232,109,1,310000,0.14,266600,Web,Cuotas sin interés
10242,361,1804,56,1,578000,0.09,525980,Marketplace,Tarjeta Crédito
10243,361,2144,36,1,1408000,0.15,1196800,Web,Tarjeta Crédito
10244,361,1930,74,3,74000,0.1,199800,App Móvil,Cuotas sin interés
10245,361,866,140,1,496000,0.13,431520,Marketplace,Cuotas sin interés
10246,361,215,81,1,46000,0.12,40480,App Móvil,Tarjeta Crédito
10247,361,160,93,1,33000,0.17,27390,Marketplace,Transferencia
10248,361,2231,92,2,111000,0.12,195360,Marketplace,Tarjeta Crédito
10249,361,1692,37,1,89000,0.17,73870,Web,Débito
10250,361,584,71,1,116000,0.18,95120,Marketplace,Transferencia
10251,361,1304,99,2,88000,0.12,154880,Redes Sociales,Cuotas sin interés
10252,361,1255,42,1,649000,0.08,597080,App Móvil,Tarjeta Crédito
10253,362,935,55,1,474000,0.16,398160,Marketplace,Transferencia
10254,362,1887,33,1,563000,0.12,495440,Marketplace,WebPay
10255,362,2488,82,2,77000,0.14,132440,Redes Sociales,Cuotas sin interés
10256,362,2002,25,1,2117000,0.16,1778280,Web,Tarjeta Crédito
10257,362,2085,50,1,124000,0.11,110360,App Móvil,Transferencia
10258,362,528,75,2,9000,0.16,15120,Marketplace,Transferencia
10259,362,1685,78,1,118000,0.1,106200,App Móvil,Tarjeta Crédito
10260,362,327,86,2,82000,0.18,134480,Marketplace,Cuotas sin interés
10261,362,394,99,2,88000,0.19,142560,App Móvil,Tarjeta Crédito
10262,362,2011,17,1,648000,0.07,602640,App Móvil,Débito
10263,362,794,29,1,720000,0.1,648000,Web,Débito
10264,362,1814,22,1,555000,0.06,521700,Redes Sociales,Cuotas sin interés
10265,362,1074,74,2,74000,0.11,131720,Marketplace,Tarjeta Crédito
10266,362,578,15,1,2257000,0.13,1963590,Marketplace,Transferencia
10267,362,2365,102,1,22000,0.12,19360,Marketplace,Tarjeta Crédito
10268,362,2417,50,1,124000,0.09,112840,Web,Cuotas sin interés
10269,362,1321,140,1,496000,0.17,411680,Web,Transferencia
10270,362,928,79,2,82000,0.06,154160,Marketplace,Tarjeta Crédito
10271,362,535,76,1,109000,0.06,102460,App Móvil,WebPay
10272,362,249,105,1,4000,0.11,3560,Web,Cuotas sin interés
10273,362,32,99,1,88000,0.12,77440,App Móvil,WebPay
10274,362,1432,90,1,113000,0.19,91530,App Móvil,Débito
10275,362,481,139,1,562000,0.05,533900,Marketplace,Transferencia
10276,362,866,74,2,74000,0.18,121360,App Móvil,Transferencia
10277,362,1699,112,1,107000,0.17,88810,Marketplace,Débito
10278,362,1259,70,1,46000,0.18,37720,Marketplace,Tarjeta Crédito
10279,362,1191,119,1,271000,0.15,230350,Web,Transferencia
10280,362,946,55,1,474000,0.19,383940,Web,Tarjeta Crédito
10281,362,1704,60,1,1615000,0.19,1308150,App Móvil,Cuotas sin interés
10282,362,1738,96,2,14000,0.15,23800,Redes Sociales,Transferencia
10283,362,1184,49,1,979000,0.09,890890,App Móvil,Cuotas sin interés
10284,362,87,51,1,134000,0.12,117920,App Móvil,Transferencia
10285,362,469,62,1,627000,0.18,514140,Marketplace,Tarjeta Crédito
10286,362,1585,96,2,14000,0.1,25200,App Móvil,Tarjeta Crédito
10287,362,1515,131,1,436000,0.19,353160,Redes Sociales,Tarjeta Crédito
10288,362,973,96,1,14000,0.16,11760,Marketplace,WebPay
10289,362,461,116,1,720000,0.12,633600,App Móvil,Transferencia
10290,362,1865,84,1,41000,0.16,34440,App Móvil,Débito
10291,362,433,25,1,2117000,0.08,1947640,Web,Débito
10292,362,1375,33,1,563000,0.18,461660,Marketplace,Cuotas sin interés
10293,362,1098,85,1,8000,0.11,7120,Marketplace,Débito
10294,362,406,65,1,92000,0.07,85560,App Móvil,Débito
10295,362,2136,50,1,124000,0.09,112840,Web,Tarjeta Crédito
10296,362,2386,78,1,118000,0.12,103840,Redes Sociales,WebPay
10297,362,1369,95,1,65000,0.11,57850,App Móvil,WebPay
